,conm,gvkey,add1,add2,add3,add4,addzip,busdesc,cik,city,conml,costat,county,dlrsn,ein,fax,fic,fyrc,ggroup,gind,gsector,gsubind,idbflag,incorp,loc,naics,phone,prican,prirow,priusa,sic,spcindcd,spcseccd,spcsrc,state,stko,weburl,dldte,ipodate
739,ENDOGEN INC,027973,640 Memorial Dr,,,,02139,"Develops and makes specialty reagents, immuno-assay test kits and molecular research products used in biomedical research, the biotechnology industry and pharmaceutical drug discovery. The company offers more than 360 specialty reagent products and 66 in vitro immuno-assay test kits.",0000894020,Cambridge,Endogen Inc,I,,01,04-2789249,,USA,5.0,3520,352010,35,35201010,D,MA,USA,325413,617-225-0055,,,01,2835,147.0,905.0,,MA,0.0,,1999-07-13,
740,REPROS THERAPEUTICS INC,027988,"2408 Timberloch Place, Suite B-7",,,,77380,Repros Therapeutics Inc. operates as a subsidiary of AbbVie Inc.,0000897075,The Woodlands,Repros Therapeutics Inc,I,,01,76-0233274,281-719-3446,USA,12.0,3520,352020,35,35202010,D,DE,USA,325412,281-719-3400,,,01,2834,285.0,905.0,C,TX,0.0,www.reprosrx.com,2018-02-01,1993-03-25
741,NSA INTERNATIONAL INC,027998,140 Crescent Drive,,,,38017,"NSA International, Inc. manufactures and markets healthcare products and nutrition supplements. Additionally, the company offers juices, air and water filtration systems, snacks, and beverages under the Juice Plus brand name.",0000850036,Collierville,NSA International Inc,I,,09,62-1387102,,USA,4.0,3520,352020,35,35202010,D,TN,USA,325412,901-541-1223,,,01,2834,285.0,905.0,,TN,0.0,,1999-03-17,
742,IANTHUS CAPITAL HOLDINGS INC,028056,"420 Lexington Avenue, Suite 414",,,,10170,"iAnthus Capital Holdings, Inc. owns and operates licensed cannabis cultivation, processing, and dispensary facilities in the United States.",0001643154,New York,iAnthus Capital Holdings Inc,A,,,,,CAN,12.0,3520,352020,35,35202010,D,,USA,325412,646 518 9411,,,01,2834,,,,NY,3.0,www.ianthus.com,,
743,INTL CANINE GENETICS INC,028128,271 Great Valley Parkway,,,,19355,"As of October 30, 1996, International Canine Genetics Inc. was acquired by Synbiotics Corp. International Canine Genetics Inc. engages in developing, manufacturing and marketing products and services that serve the needs of veterinary specialty markets for companion animals.",0000873166,Malvern,International Canine Genetics Inc,I,,01,23-2418859,,USA,6.0,3520,352010,35,35201010,D,DE,USA,325413,,,,01,2835,147.0,905.0,,PA,0.0,,1997-10-31,1993-03-24
744,GELSTAT CORP,028177,3557 SW Corporate Parkway,,,,34990,"GelStat Corporation, a consumer health care company, engages in the research, development, and marketing of over-the-counter and other non-prescription consumer health care products.",0000890725,Palm City,Gelstat Corp,I,,07,41-1713474,772-219-3579,USA,12.0,3520,352020,35,35202010,D,MN,USA,325412,772-283-0020,,,01,2834,217.0,978.0,,FL,3.0,www.gelstat.com,2009-01-16,1993-04-23
745,ANIKA THERAPEUTICS INC,028209,32 Wiggins Avenue,,,,01730,"Anika Therapeutics, Inc., together with its subsidiaries, operates as a joint preservation company that in the United States, Europe, and internationally.",0000898437,Bedford,Anika Therapeutics Inc,A,,,04-3145961,781 305 9720,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,781 457 9000,,,01,2836,147.0,905.0,B-,MA,0.0,www.anikatherapeutics.com,,1993-04-29
746,QUANTECH LTD,028324,"815 Northwest Parkway, Suite 100",,,,55121,"On December 16, 2011, Quantech Ltd. went out of business as per its Chapter 7 liquidation filing under bankruptcy. Quantech, Ltd. serves as the majority shareholder for two subsidiary companies: FasTraQ Solutions, Inc. and HTS Biosystems, Inc.",0000880354,Eagan,Quantech Ltd,I,,07,41-1709417,651-647-6369,USA,6.0,3510,351010,35,35101010,D,MN,USA,325413,651-647-6370,,,01,2835,147.0,905.0,,MN,3.0,,2003-02-18,1998-07-22
747,REXALL SUNDOWN INC,028469,4320 Veterans Memorial Hwy,,,,11741-4501,"Rexall Sundown, Inc. manufactures vitamins and nutritional supplements.",0000901620,Holbrook,Rexall Sundown Inc,I,,01,59-1688986,631 471 5693,USA,8.0,3520,352020,35,35202010,D,FL,USA,325412,631 567 9500,,,01,2834,285.0,905.0,,NY,0.0,www.sundownnutrition.com,2000-07-12,1993-06-18
748,RA PHARMACEUTICALS INC,028470,87 Cambridge Park Drive,,,,02140,"Ra Pharmaceuticals, Inc., a clinical-stage biopharmaceutical company, develops therapeutics for the treatment of diseases caused by excessive or uncontrolled activation of the complement system.",0001481512,Cambridge,Ra Pharmaceuticals Inc,I,,01,26-2908274,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,617 401 4060,,,01,2836,,,,MA,0.0,rapharma.com,2020-04-03,2016-10-26
749,REVO BIOLOGICS INC  -REDH,028563,175 Crossing Boulevard,,,,01702,"rEVO Biologics, Inc., a commercial-stage biopharmaceutical company, focuses on the development and commercialization of recombinant protein therapies to address unmet medical needs in patients with rare, life-threatening conditions.",0000904973,Framingham,rEVO Biologics Inc,I,,10,04-3186494,508-370-3797,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,508-620-9700,,,02,2836,147.0,905.0,C,MA,0.0,,2015-09-04,1993-07-09
750,HOUSTON BIOTECHNOLOGY INC,028674,3608 Research Forest Drive,,,,77381,"Houston Biotechnology Incorporated was acquired by Medarex, Inc. Houston Biotechnology Incorporated develops biopharmaceutical products for treatment and prevention of common ophthalmic diseases and disorders.",0000812594,The Woodlands,Houston Biotechnology Inc,I,,01,76-0102032,,USA,12.0,3520,352020,35,35202010,D,DE,USA,325412,713-363-0999,,,01,2834,285.0,905.0,,TX,0.0,,1997-03-31,1993-04-15
751,CONDUCTUS INC,028690,969 West Maude Avenue,,,,94085,"Conductus, Inc. develops, manufactures, and markets electronic components and systems based on high-temperature superconductors (HTS) for applications in the worldwide telecommunications markets.",0000884621,Sunnyvale,Conductus Inc,I,,01,77-0162388,408-523-9999,USA,12.0,2010,201040,20,20104020,D,DE,USA,541710,408-523-9950,,,01,8731,292.0,905.0,,CA,0.0,,2002-12-18,1993-08-05
752,MEDICAN ENTERPRISES INC,028759,3440 East Russell Road,,,,89120,"Medican Enterprises, Inc., a bio-pharmaceutical company, focuses on pursuing business opportunities in the medical and recreational marijuana sector.",0000847015,Las Vegas,Medican Enterprises Inc,A,,,87-0474017,,USA,12.0,3520,352020,35,35202010,D,NV,USA,325412,800-416-8802,,,01,2834,,,,NV,3.0,www.medicaninc.com,,
753,MATEON THERAPEUTICS INC -OLD,028795,"701 Gateway Boulevard, Suite 210",,,,94080,"As of April 22, 2019, Mateon Therapeutics, Inc. was acquired by Oncotelic Inc. in a reverse merger transaction.",,South San Francisco,Oxigene Inc,I,,04,13-3679168,650-635-7001,USA,12.0,3520,352010,35,35201010,B,DE,USA,325414,650-635-7000,,,01,2836,147.0,905.0,C,CA,3.0,www.mateon.com,2019-04-25,1993-08-26
754,ARROWHEAD PHARMACEUTICAL INC,028806,"177 East Colorado Boulevard, Suite 700",,,,91105,"Arrowhead Pharmaceuticals, Inc. develops medicines for the treatment of intractable diseases in the United States.",0000879407,Pasadena,Arrowhead Pharmaceuticals Inc,A,,,46-0408024,626 304 3401,USA,9.0,3520,352010,35,35201010,B,DE,USA,325414,626 304 3400,,,01,2836,185.0,940.0,C,CA,0.0,arrowheadpharma.com,,1993-06-16
755,THERAPEUTIC DISC CORP  -CL A,028842,1454 Page Mill Road,,,,94303-0806,"Therapeutic Discovery Corporation produces pharmaceutical products. The company was incorporated in 1992 and is based in Palo Alto, California. Therapeutic Discovery Corporation operates as a subsidiary of Johnson & Johnson.",0000899753,Palo Alto,Therapeutic Disc Corp,I,,01,94-3173191,,USA,12.0,3520,352020,35,35202010,D,DE,USA,325412,650-496-8200,,,01,2834,285.0,905.0,,CA,0.0,,1997-09-30,
756,INNOVIR LABORATORIES INC,028845,510 E 73rd St,,,,10021,"As per the transaction announced in August 1999, Innovir Laboratories, Inc. was acquired by Sirna Therapeutics Inc. Innovir Laboratories, Inc. develops technology to be used as a research tool to facilitate determination of gene function, and to validate drug targets.",0000901099,New York,Innovir Laboratories Inc,I,,07,13-3536290,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325413,212-249-4703,,,01,2835,147.0,905.0,,NY,3.0,,2000-04-17,1993-08-12
757,NEUREX CORP,028894,3760 Haven Avenue,,,,94025-1012,"As of August 14, 1998, Neurex Corporation was acquired by Elan Corporation, plc. Neurex Corporation develops biopharmaceutical products principally for the pain management and the treatment of cardiorenal and neurological diseases. The company is based in Menlo Park, California.",0000884065,Menlo Park,Neurex Corp,I,,01,77-0128552,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,415-853-1500,,,01,2836,147.0,905.0,,CA,0.0,,1998-08-18,1993-09-22
758,EPOCH BIOSCIENCES INC,028937,"21720 23rd Drive SE, Suite 150",,,,98021,"ELITechGroup Molecular Diagnostics provides molecular diagnostics targeted for infectious diseases, including a proprietary MGB Probe technology.",0000910057,Bothell,Epoch Biosciences Inc,I,,01,91-1311592,425 482 5550,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,425 482 5555,,,01,2836,147.0,905.0,,WA,0.0,www.elitechgroup.com,2004-12-17,1993-09-29
759,ACCELERATED PHARMA INC -REDH,029003,36 Church Lane,,,,06880,"Accelerated Pharma, Inc., a clinical stage pharmaceutical company, focuses on the development of pharmaceutical products for the treatment of various cancer indications. Its lead product candidate is Picoplatin, a platinum-based cancer therapy to treat multiple cancer indications.",0001630970,Westport,Accelerated Pharma Inc,I,,10,47-2380751,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,203-520-3840,,,01,2836,,,,CT,3.0,apipharmaceuticals.com,2017-08-23,
760,APROGENEX INC,029009,8000 El Rio Street,,,,77054-4104,"This record represents the public shell of Aprogenex, Inc. Aprogenex, Inc.",0000907285,Houston,Aprogenex Inc,I,,07,76-0269632,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325413,713-748-5114,,,01,2835,147.0,905.0,,TX,3.0,,1998-10-19,1993-10-15
761,CHECKPOINT THERAPEUTICS INC,029013,"95 Sawyer Road, Suite 110",,,,02453,"Checkpoint Therapeutics, Inc., clinical-stage immunotherapy and targeted oncology company, focuses on the acquisition, development, and commercialization of novel treatments for patients with solid tumor cancers.",0001651407,Waltham,Checkpoint Therapeutics Inc,A,,,47-2568632,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,781 652 4500,,,01,2836,,,,MA,0.0,www.checkpointtx.com,,2017-06-26
762,ALBIREO PHARMA INC,029018,"10 Post Office Square, Suite 1000",,,,02109,"Albireo Pharma, Inc., a commercial-stage biopharmaceutical company, focuses on the development and commercialization of novel bile acid modulators to treat orphan pediatric liver diseases and other liver or gastrointestinal diseases and disorders.",0001322505,Boston,Albireo Pharma Inc,A,,,90-0136863,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,857 254 5555,,,01,2836,,,,MA,0.0,www.albireopharma.com,,
763,INSITE VISION INC,029032,965 Atlantic Avenue,,,,94501,"InSite Vision Incorporated, an ophthalmic product development company, engages in developing ophthalmic pharmaceutical products to address unmet eye care needs in the United States. The company develops its products based on its proprietary DuraSite drug delivery technology.",0000802724,Alameda,InSite Vision Inc,I,,01,94-3015807,510-865-5700,USA,12.0,3520,352020,35,35202010,D,DE,USA,325412,510-865-8800,,,01,2834,285.0,905.0,B-,CA,3.0,www.insitevision.com,2015-11-03,1993-10-18
764,PALATIN TECHNOLOGIES INC,029086,"Cedar Brook Corporate Center, 4B Cedar Brook Drive",,,,08512,"Palatin Technologies, Inc., a biopharmaceutical company, develops targeted receptor-specific therapeutics for the treatment of various diseases in the United States.",0000911216,Cranbury,Palatin Technologies Inc.,A,,,95-4078884,609 495 2202,USA,6.0,3520,352010,35,35201010,D,DE,USA,325414,609 495 2200,,,01,2836,147.0,905.0,C,NJ,0.0,palatin.com,,1993-10-28
765,PENEDERM INC,029115,320 Lakeside Dr,,,,94404-1146,"As per the transaction announced in August 1999, Penederm, Inc. was acquired by Mylan Bertek Pharmaceuticals Inc. Penederm, Inc. develops and markets patented topically administered prescription products. The company is based in Foster City, California. Penederm, Inc.",0000858876,Foster City,Penederm Inc,I,San Mateo,01,77-0146116,,USA,12.0,3520,352020,35,35202010,D,DE,USA,325412,650-358-0100,,,01,2834,285.0,905.0,,CA,0.0,www.penederm.com,1998-10-06,1993-11-03
766,INCYTE CORP,029127,1801 Augustine Cut-Off,,,,19803,"Incyte Corporation, a biopharmaceutical company, focuses on the discovery, development, and commercialization of proprietary therapeutics in the United States and internationally.",0000879169,Wilmington,Incyte Corp,A,,,94-3136539,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,302 498 6700,,,01,2836,147.0,905.0,C,DE,0.0,www.incyte.com,,1993-11-04
767,NOVELSTEM INTERNATIONAL CORP,029165,"2255 Glades Road, Suite 221A",,,,33431,NovelStem International Corp. focuses on developing and commercialization of diagnostic technology for cancer treatments and the potential to reduce resistance to chemotherapy. The company was formerly known as Hollywood Media Corp. and changed its name to NovelStem International Corp.,0000912544,Boca Raton,NovelStem International Corp,A,,,65-0385686,,USA,12.0,3520,352010,35,35201010,D,FL,USA,325413,410 654 3315,,,01,2835,185.0,940.0,B-,FL,3.0,www.novelstem.com,,1993-11-12
768,BEYONDSPRING INC,029207,"28 Liberty Street, 39th Floor",,,,10005,"BeyondSpring Inc., a clinical stage biopharmaceutical company, together with its subsidiaries, focuses on the development and commercialization of immuno-oncology cancer therapies.",0001677940,New York,BeyondSpring Inc,A,,,,646 219 9660,CYM,12.0,3520,352010,35,35201010,D,,USA,325414,646 305 6387,,,01,2836,,,,NY,0.0,www.beyondspringpharma.com,,2017-03-09
769,ADHERA THERAPEUTICS INC,029218,8000 Innovation Parkway,,,,70820,"Adhera Therapeutics, Inc. focuses on the discovery and development of drugs. The company was formerly known as Marina Biotech, Inc. and changed its name to Adhera Therapeutics, Inc. in October 2018. Adhera Therapeutics, Inc. is based in Baton Rouge, Louisiana.",0000737207,Baton Rouge,Adhera Therapeutics Inc,A,,,11-2658569,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,919 518 3748,,,01,2836,,,C,LA,3.0,adherathera.com,,
770,KALVISTA PHARMACEUTICALS,029251,"55 Cambridge Parkway, Suite 901 East",,,,02142,"KalVista Pharmaceuticals, Inc., a clinical stage pharmaceutical company, discovers, develops, and commercializes small molecule protease inhibitors for diseases with unmet needs.",0001348911,Cambridge,KalVista Pharmaceuticals Inc,A,,,20-0915291,866 553 3269,USA,4.0,3520,352010,35,35201010,D,DE,USA,325414,857 999 0075,,,01,2836,,,,MA,0.0,www.kalvista.com,,
771,AXYS PHARMACEUTICALS INC,029252,180 Kimball Way,,,,94080,"Axys Pharmaceuticals, Inc. designs and develops small molecule therapeutics. It discovers and develops therapeutics for the treatment of various types of cancer and other chronic therapeutic applications.",0000913056,South San Francisco,Axys Pharmaceuticals Inc,I,,01,22-2969941,650 829 1001,USA,12.0,3520,352020,35,35202010,D,DE,USA,325412,650 829 1000,,,01,2834,285.0,905.0,,CA,0.0,,2001-11-19,1993-11-19
772,APPLIED BIOSCIENCES CORP,029256,"9701 Wilshire Boulevard, Suite 1000",,,,90212,Applied Biosciences Corp. focuses on the development and commercialization of synthetic cannabinoid therapeutics/biopharmaceuticals that target the endocannabinoid system to treat a range of diseases across various therapeutic areas.,0001607549,Beverly Hills,Applied Biosciences Corp,A,,,,,USA,12.0,3520,352020,35,35202010,D,NV,USA,325412,310 356 7374,,,01,2834,,,,CA,3.0,www.appliedbiocorp.com,,
773,MARTEK BIOSCIENCES CORP,029278,6480 Dobbin Road,,,,21045,"Martek Biosciences Corporation engages in the development, production, and sale of nutritional products that promote health and wellness.",0000892025,Columbia,Martek Biosciences Corp,I,,01,52-1399362,410-740-2985,USA,10.0,3520,352010,35,35201010,D,DE,USA,325411,410-740-0081,,,01,2833,280.0,905.0,B-,MD,0.0,www.martek.com,2011-02-28,1993-11-23
774,HUMAN GENOME SCIENCES INC,029312,14200 Shady Grove Road,,,,20850-7464,"Human Genome Sciences, Inc. operates as a biopharmaceutical company in the United States. Its principal products include BENLYSTA for systemic lupus erythematosus; and raxibacumab for inhalation anthrax.",0000901219,Rockville,Human Genome Sciences Inc,I,,01,22-3178468,301-309-8512,USA,12.0,3520,352010,35,35201010,B,DE,USA,325413,301-309-8504,,,01,2835,147.0,905.0,C,MD,0.0,,2012-08-06,1993-12-01
775,SHUTTLE PHARMACTCLS INC-REDH,029472,"1 Research Court, Suite 450",,,,20850,,0001685462,Rockville,Shuttle Pharmaceuticals Inc,I,,10,46-1747648,,USA,12.0,3520,352020,35,35202010,D,MD,USA,325412,240-403-4212,,,01,2834,,,,MD,3.0,,2019-01-22,
776,SYMBOLLON PHARMA INC  -CL A,029344,"99 West Street, Suite J",,,,02052,"Symbollon Pharmaceuticals, Inc., a specialty biotechnology company, engages in the development and commercialization of iodine-based agents and antimicrobials.",0000912086,Medfield,Symbollon Pharmaceuticals Inc,I,,07,36-3463683,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,508-242-7500,,,01,2836,147.0,905.0,C,MA,3.0,www.symbollon.com,2012-06-26,1993-12-07
777,SANGSTAT MEDICAL CORP,029390,6300 Dumbarton Circle,,,,94555,"Operates as a global biopharmaceutical company focusing on immunology. Discovers, develops and markets high-value therapeutic products in immunology, transplantation medicine, hematology/oncology and auto-immune disorders. On Sept. 15, 2003, Genzyme Corporation acquired the company.",0000913610,Fremont,SangStat Medical Corp,I,,01,94-3076069,510-789-4400,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,510-789-4300,,,01,2836,147.0,905.0,,CA,0.0,,2003-09-15,1993-12-31
778,VIAGENE INC,029439,11055 Roselle Street,,,,92121,"Chiron Viagene, Inc. was acquired by Novartis Vaccines and Diagnostics, Inc. Chiron Viagene, Inc. offers gene therapy services. The company provides proprietary gene transfer technology for the development of drugs which allows therapeutic proteins to be produced directly inside cells.",0000834557,San Diego,Viagene Inc,I,,01,33-0236980,619-452-2616,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,619-452-1288,,,01,2836,147.0,905.0,,CA,0.0,,1995-10-31,1993-12-16
