,gvkey,conm,datadate1,datadate2,cik,source,coname,fndate,lndate,n10k,n10k_nt,n10k_a,n10q,n10q_nt,n10q_a,ndef,n8k,ntot,flag
433,027354,CARTESIAN THERAPEUTICS INC,2014-12-31,2023-12-31,0001453687,COMPN,"CARTESIAN THERAPEUTICS, INC.",2009-01-05,2024-05-22,9.0,0.0,1.0,25.0,1.0,0.0,22.0,143.0,687.0,3.0
434,027392,SYROS PHARMACEUTICALS INC,2014-12-31,2023-12-31,0001556263,COMPN,"SYROS PHARMACEUTICALS, INC.",2012-08-22,2024-06-06,9.0,0.0,1.0,26.0,0.0,2.0,15.0,74.0,586.0,3.0
435,027476,KADMON HOLDINGS INC,2014-12-31,2020-12-31,0001557142,COMPN,"KADMON HOLDINGS, INC.",2012-08-30,2022-02-14,5.0,0.0,0.0,17.0,0.0,0.0,15.0,102.0,444.0,3.0
436,027669,AUDENTES THERAPEUTICS INC,2013-12-31,2018-12-31,0001628738,COMPN,"AUDENTES THERAPEUTICS, INC.",2014-12-24,2022-10-31,4.0,0.0,1.0,12.0,0.0,1.0,6.0,44.0,344.0,3.0
437,027670,PROTAGONIST THERAPEUTICS INC,2014-12-31,2023-12-31,0001377121,COMPN,"PROTAGONIST THERAPEUTICS, INC",2006-09-28,2024-05-07,8.0,0.0,0.0,24.0,0.0,0.0,17.0,88.0,513.0,3.0
438,027699,ENTERO THERAPEUTICS INC,2015-12-31,2023-12-31,0001604191,COMPN,"ENTERO THERAPEUTICS, INC.",2014-04-02,2024-06-05,12.0,0.0,4.0,26.0,2.0,1.0,23.0,164.0,622.0,3.0
439,027716,MADRIGAL PHARMACEUTICALS INC,2015-12-31,2023-12-31,0001157601,COMPN,"MADRIGAL PHARMACEUTICALS, INC.",2002-05-31,2024-06-06,23.0,1.0,4.0,54.0,0.0,2.0,31.0,169.0,980.0,3.0
440,027747,CELL GENESYS INC,1991-12-31,2008-12-31,0000865231,COMPN,CELL GENESYS INC,1995-02-09,2010-02-12,14.0,0.0,1.0,43.0,0.0,2.0,16.0,87.0,640.0,3.0
441,027765,CAPSTONE THERAPEUTICS CORP,1991-12-31,2023-12-31,0000887151,COMPN,CAPSTONE THERAPEUTICS CORP.,1994-02-11,2019-09-25,30.0,0.0,7.0,72.0,1.0,0.0,32.0,152.0,720.0,3.0
442,027784,HEMAGEN DIAGNOSTICS INC,1992-09-30,2012-09-30,0000892822,COMPN,HEMAGEN DIAGNOSTICS INC,1996-05-22,2013-01-30,21.0,1.0,3.0,56.0,3.0,3.0,27.0,62.0,352.0,3.0
443,027825,INTERPHARM HOLDINGS INC,1993-06-30,2007-06-30,0000893970,COMPN,INTERPHARM HOLDINGS INC,1996-05-14,2008-05-30,19.0,2.0,5.0,45.0,6.0,3.0,12.0,52.0,298.0,3.0
444,027896,STATSURE DIAGNOSTIC SYSTEMS,1992-12-31,2001-12-31,0000885534,COMPN,"STATSURE DIAGNOSTIC SYSTEMS, INC.",1996-06-14,2008-11-18,21.0,6.0,4.0,54.0,7.0,9.0,5.0,24.0,180.0,3.0
445,027905,NVN LIQUIDATION INC,2015-12-31,2022-12-31,0001467154,COMPN,"NVN LIQUIDATION, INC.",2009-07-02,2024-05-01,9.0,0.0,2.0,21.0,1.0,0.0,14.0,114.0,446.0,3.0
446,027906,RELIV INTERNATIONAL INC,1991-12-31,2019-12-31,0000768710,COMPN,RELIV INTERNATIONAL INC,1996-05-10,2021-02-11,24.0,0.0,0.0,78.0,0.0,3.0,24.0,139.0,1004.0,3.0
447,027939,TENAX THERAPEUTICS INC,2002-04-30,2023-12-31,0000034956,COMPN,"TENAX THERAPEUTICS, INC.",1996-08-02,2024-05-24,41.0,8.0,3.0,99.0,14.0,1.0,25.0,189.0,804.0,3.0
448,027988,REPROS THERAPEUTICS INC,1992-12-31,2016-12-31,0000897075,COMPN,REPROS THERAPEUTICS INC.,1996-05-14,2019-02-14,30.0,1.0,8.0,69.0,1.0,2.0,27.0,419.0,1183.0,3.0
449,028209,ANIKA THERAPEUTICS INC,1992-08-31,2023-12-31,0000898437,COMPN,"ANIKA THERAPEUTICS, INC.",1996-02-22,2024-06-05,31.0,0.0,3.0,88.0,0.0,3.0,50.0,208.0,991.0,3.0
450,028470,RA PHARMACEUTICALS INC,2014-12-31,2019-12-31,0001481512,COMPN,"RA PHARMACEUTICALS, INC.",2010-02-24,2020-04-13,5.0,0.0,1.0,10.0,0.0,0.0,10.0,25.0,265.0,3.0
451,028563,REVO BIOLOGICS INC  -REDH,1992-12-31,2013-12-31,0000904973,COMPN,"REVO BIOLOGICS, INC.",1996-05-24,2015-09-10,16.0,0.0,2.0,46.0,0.0,2.0,22.0,99.0,659.0,3.0
452,028563,REVO BIOLOGICS INC  -REDH,1992-12-31,2013-12-31,0001001316,CUSIP,"TG THERAPEUTICS, INC.",1996-07-03,2024-05-06,35.0,2.0,5.0,107.0,10.0,13.0,40.0,239.0,1060.0,2.0
453,028795,MATEON THERAPEUTICS INC -OLD,1992-12-31,2018-12-31,,NOLNK,,,,,,,,,,,,,0.0
454,028795,MATEON THERAPEUTICS INC -OLD,1992-12-31,2018-12-31,0000908259,COMPH,"ONCOTELIC THERAPEUTICS, INC.",1996-04-04,2024-05-15,47.0,7.0,12.0,101.0,10.0,6.0,45.0,371.0,1154.0,2.0
455,028795,MATEON THERAPEUTICS INC -OLD,1992-12-31,2018-12-31,0000908259,CUSIP,"ONCOTELIC THERAPEUTICS, INC.",1996-04-04,2024-05-15,47.0,7.0,12.0,101.0,10.0,6.0,45.0,371.0,1154.0,2.0
456,028795,MATEON THERAPEUTICS INC -OLD,1992-12-31,2018-12-31,0000908259,FDATE,"ONCOTELIC THERAPEUTICS, INC.",1996-04-04,2024-05-15,47.0,7.0,12.0,101.0,10.0,6.0,45.0,371.0,1154.0,2.0
457,028806,ARROWHEAD PHARMACEUTICAL INC,1992-09-30,2023-09-30,0000879407,COMPN,"ARROWHEAD PHARMACEUTICALS, INC.",1998-01-02,2024-05-09,31.0,2.0,2.0,87.0,6.0,3.0,32.0,242.0,1170.0,3.0
458,029013,CHECKPOINT THERAPEUTICS INC,2015-12-31,2023-12-31,0001651407,COMPN,"CHECKPOINT THERAPEUTICS, INC.",2015-09-08,2024-05-24,9.0,0.0,1.0,23.0,0.0,0.0,16.0,74.0,331.0,3.0
459,029018,ALBIREO PHARMA INC,2015-12-31,2021-12-31,0001322505,COMPN,"ALBIREO PHARMA, INC.",2005-03-28,2024-02-14,18.0,1.0,1.0,51.0,1.0,3.0,34.0,206.0,1239.0,3.0
460,029032,INSITE VISION INC,1992-12-31,2014-12-31,0000802724,COMPN,INSITE VISION INC,1994-02-14,2015-11-04,27.0,0.0,8.0,64.0,1.0,5.0,42.0,139.0,722.0,3.0
461,029086,PALATIN TECHNOLOGIES INC,1992-12-31,2023-06-30,0000911216,COMPN,PALATIN TECHNOLOGIES INC,1996-05-16,2024-05-28,34.0,0.0,6.0,89.0,1.0,4.0,41.0,218.0,1026.0,3.0
462,029127,INCYTE CORP,1992-12-31,2023-12-31,0000879169,COMPN,INCYTE CORP,1994-02-11,2024-06-06,33.0,0.0,5.0,87.0,0.0,2.0,38.0,252.0,2235.0,3.0
463,029165,NOVELSTEM INTERNATIONAL CORP,1993-12-31,2023-12-31,0000912544,COMPN,NOVELSTEM INTERNATIONAL CORP.,1996-05-15,2024-05-15,32.0,5.0,8.0,75.0,10.0,6.0,26.0,126.0,544.0,3.0
464,029207,BEYONDSPRING INC,2014-12-31,2023-12-31,0001677940,COMPN,BEYONDSPRING INC.,2016-06-30,2024-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,3.0
465,029251,KALVISTA PHARMACEUTICALS,2015-04-30,2023-04-30,0001348911,COMPN,"KALVISTA PHARMACEUTICALS, INC.",2005-12-29,2024-05-24,9.0,1.0,0.0,28.0,0.0,0.0,17.0,94.0,651.0,3.0
466,029278,MARTEK BIOSCIENCES CORP,1992-10-31,2010-10-31,0000892025,COMPN,MARTEK BIOSCIENCES CORP,1994-02-08,2013-02-11,24.0,0.0,9.0,51.0,0.0,7.0,14.0,115.0,721.0,3.0
467,029312,HUMAN GENOME SCIENCES INC,1993-12-31,2011-12-31,0000901219,COMPN,HUMAN GENOME SCIENCES INC,1996-02-13,2013-02-14,20.0,0.0,4.0,56.0,1.0,5.0,22.0,120.0,1020.0,3.0
468,029344,SYMBOLLON PHARMA INC  -CL A,1992-12-31,2010-12-31,0000912086,COMPN,SYMBOLLON CORP,1996-05-14,2014-08-26,18.0,1.0,2.0,49.0,3.0,1.0,13.0,40.0,249.0,3.0
469,029344,SYMBOLLON PHARMA INC  -CL A,1992-12-31,2010-12-31,0001370382,CUSIP,SYMBOLLON PHARMACEUTICALS INC,2006-06-27,2008-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0
470,029344,SYMBOLLON PHARMA INC  -CL A,1992-12-31,2010-12-31,0001370382,FDATE,SYMBOLLON PHARMACEUTICALS INC,2006-06-27,2008-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0
471,029650,NEXSTAR PHARMACEUTICALS,1990-12-31,1998-12-31,0000909183,CUSIP,NEXGEN INC,1995-12-19,1996-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
472,029650,NEXSTAR PHARMACEUTICALS,1990-12-31,1998-12-31,0000915359,COMPN,NEXSTAR PHARMACEUTICALS INC,1996-05-15,2000-02-02,4.0,0.0,1.0,11.0,0.0,1.0,3.0,8.0,50.0,3.0
473,029684,JOUNCE THERAPEUTICS INC,2014-12-31,2022-12-31,0001640455,COMPN,"JOUNCE THERAPEUTICS, INC.",2015-04-29,2024-02-14,8.0,0.0,1.0,18.0,0.0,0.0,13.0,65.0,405.0,3.0
474,029819,BIOVERATIV INC,2013-12-31,2017-12-31,0001681689,COMPN,BIOVERATIV INC.,2016-08-11,2018-04-10,3.0,0.0,1.0,3.0,0.0,0.0,0.0,15.0,164.0,3.0
475,029837,BIOCRYST PHARMACEUTICALS INC,1993-12-31,2023-12-31,0000882796,COMPN,BIOCRYST PHARMACEUTICALS INC,1995-02-14,2024-06-03,31.0,0.0,3.0,85.0,0.0,1.0,46.0,364.0,1769.0,3.0
476,029914,LEAP THERAPEUTICS INC,2014-12-31,2023-12-31,0001509745,COMPN,"LEAP THERAPEUTICS, INC.",2011-01-07,2024-05-23,8.0,0.0,0.0,23.0,0.0,1.0,18.0,105.0,462.0,3.0
477,029992,ENCYSIVE PHARMACEUTICALS INC,1993-12-31,2007-12-31,0000887023,COMPN,ENCYSIVE PHARMACEUTICALS INC,1995-08-11,2008-06-20,19.0,0.0,7.0,39.0,0.0,2.0,14.0,196.0,698.0,3.0
478,030007,VIVUS INC,1993-12-31,2019-12-31,0000881524,COMPN,VIVUS INC,1996-05-31,2021-01-08,35.0,0.0,11.0,76.0,1.0,3.0,63.0,518.0,1671.0,3.0
479,030095,QUINTILES TRANSNATIONAL CORP,1993-12-31,2004-12-31,0000919623,COMPN,QUINTILES TRANSNATIONAL CORP,1996-05-13,2016-05-17,13.0,0.0,4.0,31.0,0.0,2.0,20.0,87.0,394.0,3.0
480,030137,NEKTAR THERAPEUTICS,1993-12-31,2023-12-31,0000906709,COMPN,NEKTAR THERAPEUTICS,1996-02-14,2024-06-06,39.0,1.0,10.0,86.0,0.0,2.0,43.0,330.0,1773.0,3.0
481,030185,CARACO PHARMACEUTICAL LABS,1993-12-31,2010-03-31,0000887708,COMPN,CARACO PHARMACEUTICAL LABORATORIES LTD,1996-05-14,2012-11-19,18.0,1.0,2.0,49.0,0.0,4.0,17.0,98.0,417.0,3.0
482,030205,DERMA SCIENCES INC,1993-12-31,2015-12-31,0000892160,COMPN,"DERMA SCIENCES, INC.",1996-07-02,2018-02-02,25.0,1.0,4.0,66.0,0.0,4.0,30.0,148.0,948.0,3.0
483,030236,AMPLIPHI BIOSCIENCES CORP,1993-12-31,2018-12-31,,NOLNK,,,,,,,,,,,,,0.0
484,030236,AMPLIPHI BIOSCIENCES CORP,1993-12-31,2018-12-31,0000921114,COMPH,"ARMATA PHARMACEUTICALS, INC.",1996-02-06,2024-05-07,33.0,2.0,7.0,82.0,2.0,8.0,43.0,282.0,1062.0,2.0
485,030236,AMPLIPHI BIOSCIENCES CORP,1993-12-31,2018-12-31,0000921114,FDATE,"ARMATA PHARMACEUTICALS, INC.",1996-02-06,2024-05-07,33.0,2.0,7.0,82.0,2.0,8.0,43.0,282.0,1062.0,2.0
486,030236,AMPLIPHI BIOSCIENCES CORP,1993-12-31,2018-12-31,0000921114,CUSIP,"ARMATA PHARMACEUTICALS, INC.",1996-02-06,2024-05-07,33.0,2.0,7.0,82.0,2.0,8.0,43.0,282.0,1062.0,2.0
487,030255,NPS PHARMACEUTICALS INC,1993-12-31,2014-12-31,0000890465,COMPN,NPS PHARMACEUTICALS INC,1996-02-06,2015-03-05,32.0,0.0,13.0,62.0,2.0,3.0,22.0,189.0,1575.0,3.0
488,030257,NORTHFIELD LABORATORIES INC,1994-05-31,2008-05-31,0000920947,COMPN,NORTHFIELD LABORATORIES INC /DE/,1996-02-06,2009-09-30,12.0,0.0,0.0,40.0,0.0,1.0,50.0,39.0,356.0,3.0
489,030281,LA JOLLA PHARMACEUTICAL CO,1993-12-31,2021-12-31,0000920465,COMPN,LA JOLLA PHARMACEUTICAL CO,1996-02-06,2023-02-14,37.0,3.0,8.0,87.0,6.0,1.0,36.0,302.0,1496.0,3.0
490,030311,VIRIDIAN THERAPEUTICS INC,2016-12-31,2023-12-31,0001590750,COMPN,"VIRIDIAN THERAPEUTICS, INC.\DE",2013-11-12,2024-05-08,12.0,0.0,2.0,33.0,0.0,3.0,19.0,146.0,673.0,3.0
491,030368,SPARTA PHARMACEUTICALS INC,1992-12-31,1998-12-31,0000884019,COMPN,SPARTA PHARMACEUTICALS INC,1994-12-08,2001-01-10,3.0,0.0,0.0,12.0,0.0,1.0,4.0,12.0,54.0,3.0
492,030674,ARIAD PHARMACEUTICALS INC,1993-12-31,2015-12-31,0000884731,COMPN,ARIAD PHARMACEUTICALS INC,1996-05-08,2021-10-15,26.0,0.0,6.0,68.0,1.0,4.0,32.0,342.0,1409.0,3.0
493,031061,UROGEN PHARMA LTD,2015-12-31,2023-12-31,0001668243,COMPN,UROGEN PHARMA LTD.,2016-03-04,2024-05-13,8.0,0.0,2.0,16.0,0.0,0.0,10.0,59.0,421.0,3.0
494,031094,BIOHAVEN PHRMCUTCL HLD,2015-12-31,2021-12-31,0001689813,COMPN,BIOHAVEN PHARMACEUTICAL HOLDING CO LTD.,2016-11-10,2022-10-14,5.0,0.0,0.0,17.0,0.0,0.0,21.0,100.0,530.0,3.0
495,031112,OVID THRPUTCS INC,2015-12-31,2023-12-31,0001636651,COMPN,OVID THERAPEUTICS INC.,2015-03-18,2024-05-14,7.0,0.0,0.0,22.0,0.0,0.0,14.0,112.0,408.0,3.0
496,031177,SAVARA INC,2014-12-31,2023-12-31,0001160308,COMPN,SAVARA INC,2001-10-02,2024-05-21,29.0,2.0,3.0,73.0,4.0,3.0,38.0,382.0,1218.0,3.0
497,031249,ALTIMMUNE INC,2015-12-31,2023-12-31,0001326190,COMPN,"ALTIMMUNE, INC.",2005-05-06,2024-05-09,25.0,0.0,6.0,60.0,1.0,3.0,29.0,257.0,1289.0,3.0
498,031294,G1 THERAPEUTICS INC,2015-12-31,2023-12-31,0001560241,COMPN,"G1 THERAPEUTICS, INC.",2012-10-12,2024-05-24,9.0,0.0,2.0,21.0,0.0,0.0,13.0,72.0,502.0,3.0
499,031301,ELEDON PHARMACEUTICALS INC,2016-12-31,2023-12-31,0001404281,COMPN,"ELEDON PHARMACEUTICALS, INC.",2007-06-18,2024-06-06,13.0,0.0,3.0,29.0,0.0,0.0,26.0,95.0,507.0,3.0
500,031403,BACTOLAC PHARMACEUTICAL INC,1994-09-30,2005-09-30,0000913614,COMPN,"BACTOLAC PHARMACEUTICAL, INC.",1996-04-15,2006-09-21,26.0,7.0,9.0,45.0,11.0,2.0,11.0,38.0,267.0,3.0
501,031403,BACTOLAC PHARMACEUTICAL INC,1994-09-30,2005-09-30,0001070270,FDATE,ADVANCED NUTRACEUTICALS INC,1998-09-16,1998-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
502,031405,ATHENEX INC,2015-12-31,2022-12-31,0001300699,COMPN,"ATHENEX, INC.",2004-08-13,2023-10-18,7.0,0.0,1.0,18.0,1.0,0.0,9.0,97.0,708.0,3.0
503,031418,PROPHASE LABS INC,1996-09-30,2023-12-31,0000868278,COMPN,"PROPHASE LABS, INC.",1996-08-13,2024-05-20,37.0,2.0,7.0,91.0,3.0,5.0,45.0,244.0,816.0,3.0
504,031477,AZENTA INC,1994-09-30,2023-09-30,0000933974,COMPN,"AZENTA, INC.",1996-02-12,2024-05-30,36.0,2.0,6.0,92.0,2.0,5.0,45.0,265.0,1925.0,3.0
505,031542,CO-DIAGNOSTIC INC,2015-12-31,2023-12-31,0001692415,COMPN,"CO-DIAGNOSTICS, INC.",2016-12-29,2024-05-28,7.0,0.0,0.0,22.0,0.0,1.0,7.0,47.0,266.0,3.0
506,031559,SIENNA BIOPHARMACEUTICL,2015-12-31,2018-12-31,0001656328,COMPN,"SIENNA BIOPHARMACEUTICALS, INC.",2015-10-20,2020-02-14,2.0,0.0,0.0,8.0,0.0,0.0,4.0,34.0,184.0,3.0
507,031628,MERSANA THRPEUTIC INC,2015-12-31,2023-12-31,0001442836,COMPN,"MERSANA THERAPEUTICS, INC.",2008-08-12,2024-05-17,7.0,0.0,0.0,21.0,0.0,0.0,14.0,93.0,549.0,3.0
508,031656,AILERON THERAPEUTIC INC,2015-12-31,2023-12-31,0001420565,COMPN,"AILERON THERAPEUTICS, INC.",2007-12-03,2024-06-05,11.0,1.0,3.0,21.0,0.0,0.0,12.0,62.0,417.0,3.0
509,031657,DOVA PHARMACEUTICAL INC,2016-12-31,2018-12-31,0001685071,COMPN,DOVA PHARMACEUTICALS INC.,2016-09-23,2019-11-22,2.0,0.0,0.0,8.0,0.0,0.0,4.0,34.0,209.0,3.0
510,031689,TAPESTRY PHARMACEUTICALS INC,1993-12-31,2006-12-31,0000891504,COMPN,"TAPESTRY PHARMACEUTICALS, INC",1996-05-15,2023-10-11,26.0,2.0,13.0,38.0,0.0,2.0,27.0,102.0,445.0,3.0
511,031848,AVENUE THERAPEUTICS INC,2015-12-31,2023-12-31,0001644963,COMPN,"AVENUE THERAPEUTICS, INC.",2015-12-30,2024-05-23,7.0,0.0,0.0,22.0,0.0,0.0,19.0,107.0,372.0,3.0
512,031942,NUTRIBAND INC,2017-01-31,2024-01-31,0001676047,COMPN,NUTRIBAND INC.,2016-06-02,2024-06-03,10.0,2.0,0.0,28.0,4.0,0.0,6.0,63.0,210.0,3.0
513,032018,KALA BIO INC,2015-12-31,2023-12-31,0001479419,COMPN,"KALA BIO, INC.",2009-12-23,2024-06-03,7.0,0.0,0.0,21.0,0.0,0.0,19.0,87.0,490.0,3.0
514,032046,AKCEA THERAPEUTICS INC,2015-12-31,2019-12-31,0001662524,COMPN,"AKCEA THERAPEUTICS, INC.",2016-01-04,2020-11-10,3.0,0.0,0.0,10.0,0.0,0.0,11.0,56.0,288.0,3.0
515,032078,PRECIPIO INC,2016-12-31,2023-12-31,0001043961,COMPN,"PRECIPIO, INC.",2000-03-10,2024-05-14,37.0,6.0,7.0,87.0,10.0,6.0,49.0,314.0,1144.0,3.0
516,032193,CIBUS INC,2015-12-31,2023-12-31,0001705843,COMPN,"CIBUS, INC.",2017-05-15,2024-06-04,9.0,0.0,2.0,22.0,0.0,1.0,14.0,107.0,533.0,3.0
517,032219,PETIQ INC,2015-12-31,2023-12-31,0001668673,COMPN,"PETIQ, INC.",2016-03-09,2024-05-09,7.0,0.0,0.0,21.0,0.0,0.0,16.0,75.0,563.0,3.0
518,032233,DARE BIOSCIENCE INC,2016-12-31,2023-12-31,0001401914,COMPN,"DARE BIOSCIENCE, INC.",2007-05-29,2024-05-14,13.0,0.0,3.0,32.0,0.0,1.0,31.0,174.0,648.0,3.0
519,032245,ALPINE IMMUNE SCIENCES INC,2016-12-31,2023-12-31,0001626199,COMPN,"ALPINE IMMUNE SCIENCES, INC.",2014-11-25,2024-05-30,10.0,0.0,1.0,27.0,0.0,0.0,14.0,107.0,645.0,3.0
520,032254,GENPREX INC,2015-12-31,2023-12-31,0001595248,COMPN,"GENPREX, INC.",2013-12-26,2024-05-20,9.0,1.0,1.0,27.0,3.0,4.0,16.0,100.0,358.0,3.0
521,032267,MOLECULAR TEMPLATES INC,2016-12-31,2023-12-31,0001183765,COMPN,"MOLECULAR TEMPLATES, INC.",2002-08-27,2024-06-03,24.0,0.0,4.0,61.0,2.0,1.0,25.0,249.0,1192.0,3.0
522,032316,JAGUAR HEALTH INC,2016-12-31,2023-12-31,0001585608,COMPN,"JAGUAR HEALTH, INC.",2013-09-05,2024-05-31,15.0,3.0,3.0,35.0,5.0,2.0,37.0,257.0,896.0,3.0
523,032347,MUSTANG BIO INC,2015-12-31,2023-12-31,0001680048,COMPN,"MUSTANG BIO, INC.",2016-07-28,2024-06-06,8.0,0.0,0.0,24.0,0.0,1.0,17.0,94.0,316.0,3.0
524,032348,KRYSTAL BIOTECH INC,2016-12-31,2023-12-31,0001711279,COMPN,"KRYSTAL BIOTECH, INC.",2017-07-14,2024-05-22,7.0,0.0,0.0,20.0,0.0,0.0,13.0,84.0,373.0,3.0
525,032356,CELCUITY INC,2015-12-31,2023-12-31,0001603454,COMPN,CELCUITY INC.,2014-03-24,2024-06-06,8.0,0.0,1.0,22.0,0.0,2.0,15.0,61.0,365.0,3.0
526,032365,SYNLOGIC INC,2016-12-31,2023-12-31,0001527599,COMPN,"SYNLOGIC, INC.",2011-08-23,2024-05-16,10.0,0.0,1.0,26.0,0.0,0.0,14.0,121.0,577.0,3.0
527,032383,DECIPHERA PHRMCTAL INC,2015-12-31,2023-12-31,0001654151,COMPN,"DECIPHERA PHARMACEUTICALS, INC.",2015-09-29,2024-06-03,7.0,0.0,0.0,20.0,0.0,0.0,14.0,78.0,546.0,3.0
528,032395,ADIAL PHARMACEUTICALS,2016-12-31,2023-12-31,0001513525,COMPN,"ADIAL PHARMACEUTICALS, INC.",2011-03-16,2024-05-14,6.0,0.0,0.0,21.0,2.0,2.0,11.0,111.0,430.0,3.0
529,032451,OPTINOSE INC,2015-12-31,2023-12-31,0001494650,COMPN,"OPTINOSE, INC.",2010-06-21,2024-06-06,7.0,0.0,0.0,20.0,0.0,0.0,11.0,109.0,507.0,3.0
530,032459,ACER THERAPEUTICS INC,2016-12-31,2022-12-31,0001069308,COMPN,ACER THERAPEUTICS INC.,1999-03-08,2023-11-30,38.0,6.0,8.0,99.0,14.0,10.0,31.0,344.0,1254.0,3.0
531,032525,SPERO THERAPEUTICS INC,2015-12-31,2023-12-31,0001701108,COMPN,"SPERO THERAPEUTICS, INC.",2017-03-21,2024-06-03,8.0,0.0,1.0,20.0,0.0,0.0,9.0,96.0,432.0,3.0
532,032529,ALLENA PHARMACEUTICALS,2015-12-31,2021-12-31,0001624658,COMPN,"ALLENA PHARMACEUTICALS, INC.",2014-11-13,2023-06-12,8.0,0.0,3.0,18.0,1.0,2.0,16.0,77.0,289.0,3.0
533,032601,SCPHARMACEUTICALS INC,2015-12-31,2023-12-31,0001604950,COMPN,SCPHARMACEUTICALS INC.,2014-04-07,2024-05-20,7.0,0.0,0.0,19.0,0.0,0.0,14.0,69.0,310.0,3.0
534,032607,ARSANIS INC,2015-12-31,2018-12-31,,NOLNK,,,,,,,,,,,,,0.0
535,032674,CUE BIOPHARMA,2015-12-31,2023-12-31,0001645460,COMPN,"CUE BIOPHARMA, INC.",2015-06-19,2024-05-24,11.0,0.0,4.0,20.0,0.0,1.0,16.0,47.0,380.0,3.0
536,032715,ARCTURUS THERAPETCS HOLD INC,2014-12-31,2023-12-31,0001768224,COMPN,ARCTURUS THERAPEUTICS HOLDINGS INC.,2019-03-18,2024-06-05,5.0,0.0,0.0,16.0,1.0,0.0,8.0,82.0,319.0,3.0
537,032775,DENALI THERAPEUTCS INC,2015-12-31,2023-12-31,0001714899,COMPN,DENALI THERAPEUTICS INC.,2017-09-08,2024-06-06,8.0,0.0,1.0,20.0,0.0,1.0,14.0,72.0,615.0,3.0
538,032795,ODONATE INC,2015-12-31,2020-12-31,0001717452,COMPN,"ODONATE THERAPEUTICS, INC.",2017-09-29,2022-02-14,5.0,0.0,1.0,12.0,0.0,0.0,4.0,22.0,405.0,2.0
539,032846,PROCESSA PHARMACEUTICALS INC,2016-12-31,2023-12-31,0001533743,COMPN,"PROCESSA PHARMACEUTICALS, INC.",2011-10-28,2024-05-28,18.0,3.0,4.0,39.0,5.0,1.0,16.0,131.0,486.0,3.0
540,032858,ELOXX PHARMACEUTICALS INC,2016-12-31,2022-12-31,0001035354,COMPN,"ELOXX PHARMACEUTICALS, INC.",1997-03-27,2024-05-15,45.0,8.0,11.0,87.0,5.0,4.0,37.0,322.0,1293.0,3.0
541,032861,EYENOVIA INC,2015-12-31,2023-12-31,0001682639,COMPN,"EYENOVIA, INC.",2016-08-24,2024-06-04,9.0,0.0,2.0,19.0,0.0,0.0,15.0,110.0,425.0,3.0
542,032894,SOLID BIOSCIENCES INC,2015-12-31,2023-12-31,0001707502,COMPN,SOLID BIOSCIENCES INC.,2017-08-04,2024-06-05,8.0,0.0,1.0,19.0,0.0,0.0,16.0,56.0,497.0,3.0
543,032895,ARMO BIOSCIENCES INC,2015-12-31,2017-12-31,0001693664,COMPN,"ARMO BIOSCIENCES, INC.",2017-01-18,2018-07-02,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,90.0,3.0
544,032901,SELLAS LIFE SCIENCES GROUP I,2016-12-31,2023-12-31,0001390478,COMPN,"SELLAS LIFE SCIENCES GROUP, INC.",2007-02-07,2024-05-14,26.0,3.0,6.0,52.0,1.0,2.0,45.0,284.0,1181.0,3.0
545,032908,ROCKET PHARMACEUTICALS INC,2017-12-31,2023-12-31,0001281895,COMPN,"ROCKET PHARMACEUTICALS, INC.",2004-02-25,2024-05-20,10.0,0.0,0.0,28.0,0.0,0.0,22.0,109.0,678.0,3.0
546,032919,EVOLUS INC,2015-12-31,2023-12-31,0001570562,COMPN,"EVOLUS, INC.",2013-02-27,2024-06-06,8.0,0.0,1.0,20.0,0.0,1.0,12.0,78.0,438.0,3.0
547,032941,BIOXCEL THERAPEUTICS INC,2016-12-31,2023-12-31,0001720893,COMPN,"BIOXCEL THERAPEUTICS, INC.",2017-11-13,2024-06-06,7.0,0.0,1.0,19.0,0.0,0.0,11.0,114.0,440.0,3.0
548,032984,NEUBASE THERAPEUTICS INC,2019-09-30,2022-09-30,0001173281,COMPN,"NEUBASE THERAPEUTICS, INC.",2002-05-16,2024-06-03,37.0,10.0,7.0,86.0,11.0,11.0,22.0,209.0,657.0,3.0
549,033048,9 METERS BIOPHARMA INC,2017-12-31,2022-12-31,0001551986,COMPN,"9 METERS BIOPHARMA, INC.",2012-06-19,2024-02-07,9.0,0.0,2.0,24.0,3.0,0.0,18.0,179.0,591.0,3.0
550,033114,VAXART INC,2017-12-31,2023-12-31,0000072444,COMPN,"VAXART, INC.",1994-11-08,2024-05-13,33.0,2.0,3.0,92.0,1.0,2.0,92.0,340.0,1562.0,3.0
551,033133,ARCUS BIOSCIENCES INC,2016-12-31,2023-12-31,0001724521,COMPN,"ARCUS BIOSCIENCES, INC.",2017-12-15,2024-06-06,6.0,0.0,0.0,19.0,0.0,0.0,14.0,69.0,421.0,3.0
